surface_a,surface_b,token_similarity,char_similarity,decision_zone,proposed_decision,ground_truth_decision,outcome,correct,pair_type
Citizen_Trust_Branches,Summit_Trust_Lambda,0.2,0.537,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Summit_Trust_Lambda_Group,0.167,0.468,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Pioneer_Society_Kappa,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Pioneer_Society_Kappa_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Kappa_Pioneer_Network,0.0,0.14,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Anchor_Union_Zeta,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Anchor_Union_Zeta_Group,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Beacon_Partnership_Eta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Beacon_Partnership_Eta_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Cardinal_Assembly_Iota,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Cardinal_Assembly_Iota_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Meridian_Foundation_Mu,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Meridian_Foundation_Mu_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Vanguard_Alliance_Nu,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Vanguard_Alliance_Nu_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Research_Society_Beta,0.5,0.837,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Research_Society_Alpha,Market_Union_Branch,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Market_Union_Branches,0.0,0.14,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Consumer_Partnership_Alpha,0.2,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Consumer_Partnership_Beta,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Global_Assembly_Branch,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Global_Assembly_Branches,0.0,0.13,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Regional_Foundation_Alpha,0.2,0.511,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Regional_Foundation_Beta,0.0,0.391,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,National_Choice_Branch,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,National_Choice_Branches,0.0,0.13,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Open_Forum_Alpha,0.2,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Open_Forum_Beta,0.0,0.27,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Future_Council_Branch,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Future_Council_Branches,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Common_League_Gamma,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Common_League_Gamma_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Gamma_Common_Network,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Progress_Circle_Delta,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Progress_Circle_Delta_Group,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Heritage_Board_Sigma,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Heritage_Board_Sigma_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Unity_Coalition_Omega,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Unity_Coalition_Omega_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Frontier_Institute_Theta,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Frontier_Institute_Theta_Group,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Summit_Trust_Lambda,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Summit_Trust_Lambda_Group,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Pioneer_Society_Kappa,0.2,0.605,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Pioneer_Society_Kappa_Group,0.167,0.531,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Kappa_Pioneer_Network,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Anchor_Union_Zeta,0.0,0.41,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Anchor_Union_Zeta_Group,0.0,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Beacon_Partnership_Eta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Beacon_Partnership_Eta_Group,0.0,0.36,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Cardinal_Assembly_Iota,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Cardinal_Assembly_Iota_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Meridian_Foundation_Mu,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Meridian_Foundation_Mu_Group,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Vanguard_Alliance_Nu,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Alpha,Vanguard_Alliance_Nu_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Market_Union_Branch,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Market_Union_Branches,0.0,0.143,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Consumer_Partnership_Alpha,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Consumer_Partnership_Beta,0.2,0.435,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Global_Assembly_Branch,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Global_Assembly_Branches,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Regional_Foundation_Alpha,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Regional_Foundation_Beta,0.2,0.489,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,National_Choice_Branch,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,National_Choice_Branches,0.0,0.133,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Open_Forum_Alpha,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Open_Forum_Beta,0.2,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Future_Council_Branch,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Future_Council_Branches,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Common_League_Gamma,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Common_League_Gamma_Group,0.0,0.174,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Gamma_Common_Network,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Progress_Circle_Delta,0.0,0.429,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Progress_Circle_Delta_Group,0.0,0.375,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Heritage_Board_Sigma,0.0,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Heritage_Board_Sigma_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Unity_Coalition_Omega,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Unity_Coalition_Omega_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Frontier_Institute_Theta,0.0,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Frontier_Institute_Theta_Group,0.0,0.353,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Summit_Trust_Lambda,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Summit_Trust_Lambda_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Pioneer_Society_Kappa,0.2,0.524,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Pioneer_Society_Kappa_Group,0.167,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Kappa_Pioneer_Network,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Anchor_Union_Zeta,0.0,0.474,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Anchor_Union_Zeta_Group,0.0,0.409,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Beacon_Partnership_Eta,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Beacon_Partnership_Eta_Group,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Cardinal_Assembly_Iota,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Cardinal_Assembly_Iota_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Meridian_Foundation_Mu,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Meridian_Foundation_Mu_Group,0.0,0.163,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Vanguard_Alliance_Nu,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Beta,Vanguard_Alliance_Nu_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Market_Union_Branches,0.5,0.95,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Market_Union_Branch,Consumer_Partnership_Alpha,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Consumer_Partnership_Beta,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Global_Assembly_Branch,0.2,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Global_Assembly_Branches,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Regional_Foundation_Alpha,0.0,0.455,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Regional_Foundation_Beta,0.0,0.465,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,National_Choice_Branch,0.2,0.585,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,National_Choice_Branches,0.0,0.558,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Open_Forum_Alpha,0.0,0.343,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Open_Forum_Beta,0.0,0.235,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Future_Council_Branch,0.2,0.65,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Future_Council_Branches,0.0,0.619,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Common_League_Gamma,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Common_League_Gamma_Group,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Gamma_Common_Network,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Progress_Circle_Delta,0.0,0.05,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Progress_Circle_Delta_Group,0.0,0.13,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Heritage_Board_Sigma,0.0,0.103,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Heritage_Board_Sigma_Group,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Unity_Coalition_Omega,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Unity_Coalition_Omega_Group,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Frontier_Institute_Theta,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Frontier_Institute_Theta_Group,0.0,0.204,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Summit_Trust_Lambda,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Summit_Trust_Lambda_Group,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Pioneer_Society_Kappa,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Pioneer_Society_Kappa_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Kappa_Pioneer_Network,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Anchor_Union_Zeta,0.2,0.556,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Anchor_Union_Zeta_Group,0.167,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Beacon_Partnership_Eta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Beacon_Partnership_Eta_Group,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Cardinal_Assembly_Iota,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Cardinal_Assembly_Iota_Group,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Meridian_Foundation_Mu,0.0,0.439,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Meridian_Foundation_Mu_Group,0.0,0.426,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Vanguard_Alliance_Nu,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branch,Vanguard_Alliance_Nu_Group,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Consumer_Partnership_Alpha,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Consumer_Partnership_Beta,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Global_Assembly_Branch,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Global_Assembly_Branches,0.2,0.444,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Regional_Foundation_Alpha,0.0,0.435,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Regional_Foundation_Beta,0.0,0.444,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,National_Choice_Branch,0.0,0.558,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,National_Choice_Branches,0.2,0.622,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Open_Forum_Alpha,0.0,0.324,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Open_Forum_Beta,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Future_Council_Branch,0.0,0.619,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Future_Council_Branches,0.2,0.682,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Common_League_Gamma,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Common_League_Gamma_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Gamma_Common_Network,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Progress_Circle_Delta,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Progress_Circle_Delta_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Heritage_Board_Sigma,0.0,0.098,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Heritage_Board_Sigma_Group,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Unity_Coalition_Omega,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Unity_Coalition_Omega_Group,0.0,0.292,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Frontier_Institute_Theta,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Frontier_Institute_Theta_Group,0.0,0.196,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Summit_Trust_Lambda,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Summit_Trust_Lambda_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Pioneer_Society_Kappa,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Pioneer_Society_Kappa_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Kappa_Pioneer_Network,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Anchor_Union_Zeta,0.2,0.526,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Anchor_Union_Zeta_Group,0.167,0.455,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Beacon_Partnership_Eta,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Beacon_Partnership_Eta_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Cardinal_Assembly_Iota,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Cardinal_Assembly_Iota_Group,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Meridian_Foundation_Mu,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Meridian_Foundation_Mu_Group,0.0,0.408,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Vanguard_Alliance_Nu,0.0,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Branches,Vanguard_Alliance_Nu_Group,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Consumer_Partnership_Beta,0.5,0.863,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Consumer_Partnership_Alpha,Global_Assembly_Branch,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Global_Assembly_Branches,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Regional_Foundation_Alpha,0.2,0.471,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Regional_Foundation_Beta,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,National_Choice_Branch,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,National_Choice_Branches,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Open_Forum_Alpha,0.2,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Open_Forum_Beta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Future_Council_Branch,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Future_Council_Branches,0.0,0.163,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Common_League_Gamma,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Common_League_Gamma_Group,0.0,0.275,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Gamma_Common_Network,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Progress_Circle_Delta,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Progress_Circle_Delta_Group,0.0,0.151,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Heritage_Board_Sigma,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Heritage_Board_Sigma_Group,0.0,0.269,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Unity_Coalition_Omega,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Unity_Coalition_Omega_Group,0.0,0.264,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Frontier_Institute_Theta,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Frontier_Institute_Theta_Group,0.0,0.214,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Summit_Trust_Lambda,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Summit_Trust_Lambda_Group,0.0,0.235,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Pioneer_Society_Kappa,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Pioneer_Society_Kappa_Group,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Kappa_Pioneer_Network,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Anchor_Union_Zeta,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Alpha,Anchor_Union_Zeta_Group,0.0,0.204,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
