surface_a,surface_b,token_similarity,char_similarity,decision_zone,proposed_decision,ground_truth_decision,outcome,correct,pair_type
Data_Institute_Alpha,Global_Assembly_Omega_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Regional_Foundation_Theta,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Regional_Foundation_Theta_Group,0.0,0.275,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,National_Choice_Lambda,0.0,0.095,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,National_Choice_Lambda_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Citizen_Trust_Branch,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Citizen_Trust_Branches,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Research_Society_Gamma,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Research_Society_Gamma_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Gamma_Research_Network,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Market_Union_Delta,0.0,0.162,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Market_Union_Delta_Group,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Consumer_Partnership_Sigma,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Consumer_Partnership_Sigma_Group,0.0,0.196,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Global_Assembly_Omega,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Global_Assembly_Omega_Group,0.0,0.174,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Regional_Foundation_Theta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,Regional_Foundation_Theta_Group,0.0,0.32,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,National_Choice_Lambda,0.0,0.098,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Beta,National_Choice_Lambda_Group,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Citizen_Trust_Branches,0.5,0.952,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Citizen_Trust_Branch,Research_Society_Gamma,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Research_Society_Gamma_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Gamma_Research_Network,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Market_Union_Delta,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Market_Union_Delta_Group,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Consumer_Partnership_Sigma,0.0,0.174,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Consumer_Partnership_Sigma_Group,0.0,0.231,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Global_Assembly_Omega,0.0,0.146,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Global_Assembly_Omega_Group,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Regional_Foundation_Theta,0.0,0.356,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,Regional_Foundation_Theta_Group,0.0,0.314,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,National_Choice_Lambda,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branch,National_Choice_Lambda_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Research_Society_Gamma,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Research_Society_Gamma_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Gamma_Research_Network,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Market_Union_Delta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Market_Union_Delta_Group,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Consumer_Partnership_Sigma,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Consumer_Partnership_Sigma_Group,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Global_Assembly_Omega,0.0,0.14,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Global_Assembly_Omega_Group,0.0,0.163,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Regional_Foundation_Theta,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,Regional_Foundation_Theta_Group,0.0,0.302,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,National_Choice_Lambda,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Citizen_Trust_Branches,National_Choice_Lambda_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Research_Society_Gamma_Group,0.75,0.88,auto_merge,merge,merge,correct_auto_merge,True,true_alias
Research_Society_Gamma,Gamma_Research_Network,0.5,0.5,refer_to_human,do_not_merge,merge,referred_true_alias,False,true_alias
Research_Society_Gamma,Market_Union_Delta,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Market_Union_Delta_Group,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Consumer_Partnership_Sigma,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Consumer_Partnership_Sigma_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Global_Assembly_Omega,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Global_Assembly_Omega_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Regional_Foundation_Theta,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,Regional_Foundation_Theta_Group,0.0,0.302,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,National_Choice_Lambda,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma,National_Choice_Lambda_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Gamma_Research_Network,0.4,0.48,refer_to_human,do_not_merge,merge,referred_true_alias,False,true_alias
Research_Society_Gamma_Group,Market_Union_Delta,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Market_Union_Delta_Group,0.143,0.462,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Consumer_Partnership_Sigma,0.0,0.37,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Consumer_Partnership_Sigma_Group,0.143,0.533,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Global_Assembly_Omega,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Global_Assembly_Omega_Group,0.143,0.436,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Regional_Foundation_Theta,0.0,0.264,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,Regional_Foundation_Theta_Group,0.143,0.441,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,National_Choice_Lambda,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Research_Society_Gamma_Group,National_Choice_Lambda_Group,0.143,0.464,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Market_Union_Delta,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Market_Union_Delta_Group,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Consumer_Partnership_Sigma,0.0,0.125,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Consumer_Partnership_Sigma_Group,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Global_Assembly_Omega,0.0,0.093,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Global_Assembly_Omega_Group,0.0,0.204,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Regional_Foundation_Theta,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,Regional_Foundation_Theta_Group,0.0,0.226,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,National_Choice_Lambda,0.0,0.136,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Gamma_Research_Network,National_Choice_Lambda_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Market_Union_Delta_Group,0.75,0.857,auto_merge,merge,merge,correct_auto_merge,True,true_alias
Market_Union_Delta,Consumer_Partnership_Sigma,0.0,0.091,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Consumer_Partnership_Sigma_Group,0.0,0.16,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Global_Assembly_Omega,0.0,0.103,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Global_Assembly_Omega_Group,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Regional_Foundation_Theta,0.0,0.512,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,Regional_Foundation_Theta_Group,0.0,0.449,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,National_Choice_Lambda,0.0,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta,National_Choice_Lambda_Group,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Consumer_Partnership_Sigma,0.0,0.08,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Consumer_Partnership_Sigma_Group,0.143,0.464,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Global_Assembly_Omega,0.0,0.089,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Global_Assembly_Omega_Group,0.143,0.353,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Regional_Foundation_Theta,0.0,0.449,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,Regional_Foundation_Theta_Group,0.143,0.618,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,National_Choice_Lambda,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Market_Union_Delta_Group,National_Choice_Lambda_Group,0.143,0.538,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,Consumer_Partnership_Sigma_Group,0.75,0.897,auto_merge,merge,merge,correct_auto_merge,True,true_alias
Consumer_Partnership_Sigma,Global_Assembly_Omega,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,Global_Assembly_Omega_Group,0.0,0.226,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,Regional_Foundation_Theta,0.0,0.196,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,Regional_Foundation_Theta_Group,0.0,0.211,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,National_Choice_Lambda,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma,National_Choice_Lambda_Group,0.0,0.148,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,Global_Assembly_Omega,0.0,0.189,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,Global_Assembly_Omega_Group,0.143,0.407,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,Regional_Foundation_Theta,0.0,0.175,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,Regional_Foundation_Theta_Group,0.143,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,National_Choice_Lambda,0.0,0.148,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Consumer_Partnership_Sigma_Group,National_Choice_Lambda_Group,0.143,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega,Global_Assembly_Omega_Group,0.75,0.875,auto_merge,merge,merge,correct_auto_merge,True,true_alias
Global_Assembly_Omega,Regional_Foundation_Theta,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega,Regional_Foundation_Theta_Group,0.0,0.346,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega,National_Choice_Lambda,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega,National_Choice_Lambda_Group,0.0,0.367,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega_Group,Regional_Foundation_Theta,0.0,0.269,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega_Group,Regional_Foundation_Theta_Group,0.143,0.483,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega_Group,National_Choice_Lambda,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Global_Assembly_Omega_Group,National_Choice_Lambda_Group,0.143,0.509,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Regional_Foundation_Theta,Regional_Foundation_Theta_Group,0.75,0.893,auto_merge,merge,merge,correct_auto_merge,True,true_alias
Regional_Foundation_Theta,National_Choice_Lambda,0.0,0.383,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Regional_Foundation_Theta,National_Choice_Lambda_Group,0.0,0.302,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Regional_Foundation_Theta_Group,National_Choice_Lambda,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Regional_Foundation_Theta_Group,National_Choice_Lambda_Group,0.143,0.508,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
National_Choice_Lambda,National_Choice_Lambda_Group,0.75,0.88,auto_merge,merge,merge,correct_auto_merge,True,true_alias
